FILE	missing	percentage
cgMLST_65/cgMLST.tsv:GCA_001022115.1_ASM102211v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_001022295.1_ASM102229v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_001870185.1_ASM187018v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_002984395.1_ASM298439v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_003073975.1_ASM307397v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_013750595.1_ASM1375059v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_013826985.1_ASM1382698v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_016903415.1_ASM1690341v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_016903715.1_ASM1690371v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_016903975.1_ASM1690397v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_016904515.1_ASM1690451v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_017310465.1_ASM1731046v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_017968865.1_ASM1796886v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_021228655.1_ASM2122865v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_021228715.1_ASM2122871v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_021228775.1_ASM2122877v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_021398915.1_ASM2139891v1_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_900635105.1_36109_D01_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_900636985.1_45889_C01_genomic.fa	0	0.0
cgMLST_65/cgMLST.tsv:GCA_904863345.1_MSB1_10D_genomic.fa	0	0.0
results_all/results_20220319T114751/results_alleles.tsv:GCA_000247855.1_Kleb_oxyt_10-5243_V1_genomic.fa	3	0.0007343941248469932
results_all/results_20220319T114751/results_alleles.tsv:GCA_000247875.1_Kleb_oxyt_10-5245_V1_genomic.fa	23	0.005630354957160355
results_all/results_20220319T114751/results_alleles.tsv:GCA_000252915.3_Ko11492-1_1.0_genomic.fa	40	0.009791921664626724
results_all/results_20220319T114751/results_alleles.tsv:GCA_000269585.1_PB_Kleb_oxyt_10-5248_V1_genomic.fa	38	0.009302325581395321
results_all/results_20220319T114751/results_alleles.tsv:GCA_000492815.1_Kleb_oxyt_MGH_42_V1_genomic.fa	3	0.0007343941248469932
results_all/results_20220319T114751/results_alleles.tsv:GCA_000492955.1_Kleb_oxyt_MGH_28_V1_genomic.fa	1	0.0002447980416157014
results_all/results_20220319T114751/results_alleles.tsv:GCA_000507385.1_ASM50738v1_genomic.fa	2	0.0004895960832312918
results_all/results_20220319T114751/results_alleles.tsv:GCA_000527215.1_KoxKA2v1.0_genomic.fa	3	0.0007343941248469932
results_all/results_20220319T114751/results_alleles.tsv:GCA_000527235.1_KoxOK1v1.0_genomic.fa	3	0.0007343941248469932
results_all/results_20220319T114751/results_alleles.tsv:GCA_000607265.1_Kleb_oxyt_G54_V1_genomic.fa	10	0.002447980416156681
results_all/results_20220319T114751/results_alleles.tsv:GCA_001030705.1_Kleb_oxyt_CHS143_V1_genomic.fa	1	0.0002447980416157014
